イベント日,ビデオID,ビデオキャプション,経過分数,同時視聴ユーザー数,チャット数,いいネ数,カート追加クリック数,商品クリック数,ハイライト商品クリック数,シェア数
,,,12,303,6,334,0,1,1,0
,,,13,332,1,431,0,1,1,0
,,,14,322,6,402,0,3,3,0
,,,15,339,5,505,0,1,1,0
,,,16,320,0,454,0,0,0,0
,,,17,347,2,298,0,1,1,0
,,,18,342,0,308,0,0,0,0
,,,19,339,5,542,0,1,1,0
,,,20,335,7,497,0,0,0,0
,,,21,350,1,110,0,0,0,0
,,,22,365,3,147,0,2,1,0
,,,23,353,3,64,0,0,0,0
,,,24,354,0,19,0,4,1,0
,,,25,361,8,325,0,0,0,0
,,,26,365,0,455,0,0,0,0
,,,27,390,7,521,0,0,0,0
,,,28,400,2,470,0,1,1,0
,,,29,398,2,380,0,2,2,0
,,,30,397,2,384,0,0,0,0
,,,31,388,3,255,0,0,0,0
,,,32,389,0,45,0,0,0,0
,,,33,406,4,190,0,4,4,0
,,,34,419,6,504,0,0,0,0
,,,35,403,2,352,0,7,6,0
,,,36,392,2,424,0,2,2,0
,,,37,388,4,263,0,3,3,0
,,,38,392,1,205,0,2,2,0
,,,39,403,2,290,0,0,0,0
,,,40,396,4,353,0,1,1,0
,,,41,386,1,329,0,1,1,0
,,,42,400,7,395,0,0,0,0
,,,43,418,3,373,0,0,0,0
,,,44,415,0,256,0,5,5,0
,,,45,396,10,222,0,3,3,0
,,,46,426,3,224,0,4,4,0
,,,47,427,2,208,0,5,5,0
,,,48,429,1,396,0,1,1,0
,,,49,423,3,399,0,1,1,0
,,,50,422,6,273,0,3,3,0
,,,51,418,5,359,0,5,4,0
,,,52,425,2,254,0,3,3,0
,,,53,450,1,220,0,3,2,0
,,,54,443,2,237,0,5,5,0
,,,55,445,0,1134,0,3,3,0
,,,56,458,3,1117,0,3,3,0
,,,57,437,0,1030,0,5,5,0
,,,58,430,16,484,0,4,3,0
,,,59,445,4,283,0,4,3,0
,,,60,460,2,216,0,1,1,0
,,,61,425,3,413,0,3,3,0
,,,62,1634,8,594,0,0,0,0
2025-11-11,5z2p0d,【貼ってほっとくだけ】  極薄顔用パッチで  ニキビ跡などの顔肌悩みを保護＆ケア！,1,187,0,0,0,0,0,0
,,,2,185,1,9,0,0,0,0
,,,3,207,0,135,0,0,0,0
,,,4,222,2,15,0,0,0,0
,,,5,212,4,47,0,0,0,0
,,,6,250,6,39,0,0,0,0
,,,7,274,1,96,0,0,0,0
,,,8,274,1,59,0,0,0,0
,,,9,295,1,46,0,0,0,0
,,,10,281,0,74,0,0,0,0
,,,11,328,6,52,0,3,3,0
,,,12,337,3,60,0,0,0,0
,,,13,361,1,63,0,0,0,0
,,,14,333,0,43,0,1,1,0
,,,15,326,1,27,0,1,0,0
,,,16,344,4,30,0,2,1,0
,,,17,351,1,22,0,0,0,0
,,,18,349,2,16,0,0,0,0
,,,19,341,1,43,0,3,3,0
,,,20,379,0,44,0,6,5,0
,,,21,369,0,44,0,0,0,0
,,,22,379,1,68,0,0,0,0
,,,23,373,1,101,0,1,1,0
,,,24,378,1,85,0,0,0,0
,,,25,394,1,50,0,1,1,0
,,,26,377,2,39,0,1,1,0
,,,27,370,3,41,0,0,0,0
,,,28,380,3,48,0,0,0,0
,,,29,371,0,49,0,1,1,0
,,,30,366,0,42,0,0,0,0
,,,31,384,1,92,0,1,1,0
,,,32,374,1,66,0,1,1,0
,,,33,364,0,55,0,0,0,0
,,,34,382,1,22,0,1,1,0
,,,35,386,3,24,0,1,1,0
,,,36,374,1,45,0,1,1,0
,,,37,380,0,19,0,4,4,0
,,,38,414,1,23,0,0,0,0
,,,39,392,0,42,0,1,1,0
,,,40,390,3,37,0,0,0,0
,,,41,383,0,20,0,0,0,0
,,,42,392,0,37,0,0,0,0
,,,43,398,2,12,0,0,0,0
,,,44,402,0,12,0,0,0,0
,,,45,412,1,7,0,0,0,0
,,,46,415,2,97,0,2,0,0
,,,47,405,0,28,0,2,2,0
,,,48,426,0,26,0,1,1,0
,,,49,412,1,46,0,0,0,0
,,,50,443,1,159,0,2,2,0
,,,51,439,0,194,0,2,2,0
,,,52,434,1,6,0,0,0,0
,,,53,448,5,24,0,1,1,0
,,,54,429,0,22,0,1,1,0
,,,55,414,0,36,0,0,0,0
,,,56,423,2,35,0,2,2,0
,,,57,424,0,63,0,3,3,0
,,,58,438,0,24,0,1,1,0
,,,59,410,0,33,0,0,0,0
,,,60,412,0,11,0,2,2,0
,,,61,424,0,11,0,0,0,0
,,,62,403,0,72,0,1,0,0
,,,63,447,0,49,0,1,1,0
,,,64,454,1,30,0,0,0,0
,,,65,429,1,35,0,2,1,0
,,,66,447,4,78,0,2,2,0
,,,67,428,0,31,0,0,0,0
,,,68,468,1,80,0,1,1,0
,,,69,1003,0,118,0,3,2,0
2025-11-04,5z2Qjr,今日の気分で香りを選ぶ  「クナイプ」至福のバスタイム　  (マツキヨココカラLIVE）,1,147,0,0,0,0,0,0
,,,2,184,0,2,0,0,0,0
,,,3,207,0,0,0,0,0,0
,,,4,209,1,24,0,0,0,0
,,,5,209,3,18,0,0,0,0
,,,6,247,0,10,0,0,0,0
,,,7,251,4,30,0,3,3,0
,,,8,247,0,3,0,0,0,0
,,,9,255,0,8,0,2,2,0
,,,10,290,0,3,0,3,3,0
,,,11,288,1,118,0,1,1,0
,,,12,302,3,106,0,1,1,0
,,,13,280,0,131,0,1,1,0
,,,14,320,0,43,0,1,1,0
,,,15,334,3,32,0,1,1,0
,,,16,318,2,0,0,0,0,0
,,,17,313,4,2,0,1,1,0
,,,18,305,0,12,0,2,2,0
,,,19,308,1,7,0,0,0,0
,,,20,333,0,168,0,1,1,0
,,,21,316,1,48,0,0,0,0
,,,22,323,2,35,0,0,0,0
,,,23,349,4,11,0,1,1,0
,,,24,342,0,5,0,0,0,0
,,,25,339,0,19,0,3,3,0
,,,26,328,4,6,0,4,3,0
,,,27,353,0,8,0,1,1,0
,,,28,355,0,1,0,2,1,0
,,,29,338,1,0,0,0,0,0
,,,30,332,1,0,0,0,0,0
,,,31,317,2,2,0,1,0,0
,,,32,347,3,1,0,0,0,0
,,,33,337,0,5,0,0,0,0
,,,34,348,0,53,0,0,0,0
,,,35,347,2,3,0,0,0,0
,,,36,359,5,25,0,2,2,0
,,,37,378,1,0,0,5,5,0
,,,38,378,0,1,0,1,1,0
,,,39,376,0,8,0,0,0,0
,,,40,387,3,2,0,0,0,0
,,,41,382,0,51,0,0,0,0
,,,42,393,4,0,0,2,2,0
,,,43,386,0,0,0,0,0,0
,,,44,407,1,13,0,0,0,0
,,,45,414,0,37,0,0,0,0
,,,46,396,4,8,0,0,0,0
,,,47,400,0,20,0,0,0,0
,,,48,393,0,15,0,2,1,0
,,,49,384,4,4,0,1,1,0
,,,50,423,0,0,0,1,1,0
,,,51,428,3,5,0,1,1,0
,,,52,440,2,8,0,1,1,0
,,,53,433,1,11,0,0,0,0
,,,54,432,1,0,0,0,0,0
,,,55,436,1,0,0,0,0,0
,,,56,425,0,1,0,1,1,0
,,,57,451,1,34,0,0,0,0
,,,58,446,0,2,0,1,1,0
,,,59,440,2,84,0,3,3,0
,,,60,435,0,23,0,1,1,0
,,,61,448,1,0,0,0,0,0
,,,62,437,1,5,0,1,1,0
,,,63,438,1,37,0,0,0,0
,,,64,438,6,1,0,0,0,0
,,,65,423,2,6,0,1,1,0
,,,66,423,3,1,0,0,0,0
,,,67,415,1,28,0,2,2,0
,,,68,914,3,13,0,0,0,0
2025-10-28,oyOwLb,透明感発色×うるおい感が長時間持続    KATEのリップモンスターから  落ちにくいリキッドタイプ「クリスタルポッド」降臨  (マツキヨココカラLIVE）,1,148,1,4,0,0,0,0
,,,2,180,1,2,0,0,0,0
,,,3,200,1,3,0,1,0,0
,,,4,185,0,0,0,1,0,0
,,,5,212,3,9,0,2,0,0
,,,6,222,1,34,0,1,0,0
,,,7,257,1,8,0,1,0,0
,,,8,251,3,1,0,0,0,0
,,,9,283,3,0,0,0,0,0
,,,10,290,1,0,0,0,0,0
,,,11,293,2,10,0,5,5,0
,,,12,291,1,6,0,4,4,0
,,,13,311,0,1,0,2,2,0
,,,14,311,9,0,0,0,0,0
,,,15,319,1,0,0,0,0,0
,,,16,324,1,4,0,0,0,0
,,,17,346,0,13,0,1,1,0
,,,18,338,0,2,0,3,2,0
,,,19,342,1,2,0,11,10,0
,,,20,347,0,3,0,4,4,0
,,,21,354,2,2,0,3,3,0
,,,22,355,0,3,0,3,3,0
,,,23,357,1,3,0,2,2,0
,,,24,358,7,11,0,4,4,0
,,,25,377,3,0,0,1,1,0
,,,26,358,4,0,0,2,2,0
,,,27,355,7,1,0,2,2,0
,,,28,342,4,2,0,1,1,0
,,,29,340,0,127,0,1,0,0
,,,30,364,2,6,0,5,5,0
,,,31,339,3,1,0,1,1,0
,,,32,367,1,0,0,0,0,0
,,,33,364,1,0,0,2,2,0
,,,34,362,4,1,0,2,2,0
,,,35,380,2,1,0,6,5,0
,,,36,384,3,42,0,2,2,0
,,,37,362,5,29,0,2,2,0
,,,38,358,0,35,0,2,2,0
,,,39,381,3,6,0,2,1,0
,,,40,386,0,9,0,1,1,0
,,,41,379,0,5,0,1,1,0
,,,42,383,3,9,0,4,4,0
,,,43,375,1,79,0,1,1,0
,,,44,374,4,6,0,4,4,0
,,,45,390,1,19,0,1,1,0
,,,46,392,2,9,0,6,2,0
,,,47,385,1,1,0,2,1,0
,,,48,381,1,111,0,1,1,0
,,,49,395,1,4,0,2,1,0
,,,50,385,0,0,0,3,3,0
,,,51,384,0,4,0,0,0,0
,,,52,382,0,10,0,1,1,0
,,,53,371,1,0,0,2,2,0
,,,54,396,0,2,0,3,3,0
,,,55,398,4,0,0,1,0,0
,,,56,410,1,9,0,0,0,0
,,,57,404,8,51,0,5,3,0
,,,58,395,0,28,0,1,0,0
,,,59,398,1,25,0,5,5,0
,,,60,388,0,2,0,5,4,0
,,,61,397,2,0,0,6,6,0
,,,62,402,3,0,0,0,0,0
,,,63,400,2,0,0,0,0,0
,,,64,396,0,0,0,3,3,0
,,,65,386,1,3,0,5,4,0
,,,66,426,0,1,0,4,3,0
,,,67,437,2,62,0,1,1,0
,,,68,432,3,12,0,3,2,0
,,,69,432,2,0,0,3,3,0
,,,70,414,0,0,0,2,2,0
,,,71,409,1,0,0,1,0,0
,,,72,421,1,18,0,8,8,0
,,,73,416,0,0,0,3,2,0
,,,74,422,0,29,0,0,0,0
,,,75,436,1,6,0,0,0,0
,,,76,442,0,0,0,1,1,0
,,,77,447,2,4,0,2,2,0
,,,78,423,0,19,0,0,0,0
,,,79,426,0,21,0,0,0,0
,,,80,419,2,12,0,2,0,0
,,,81,434,2,1,0,2,2,0
,,,82,442,9,55,0,14,14,0
,,,83,427,1,3,0,5,3,0
,,,84,961,2,12,0,6,5,0
,,,,124420,588,4052,0,796,668,0
2025-10-21,o3qQb8,前髪に悩む人必見!　本望あやかさん直伝「プロスタイル」で理想の推し髪へ！（マツキヨココカラLIVE）,1,194,2,9,0,0,0,0
,,,2,221,13,34,0,0,0,0
,,,3,245,16,55,0,1,0,0
,,,4,270,9,8,0,0,0,0
,,,5,260,1,20,0,0,0,0
,,,6,255,3,139,0,0,0,0
,,,7,264,4,42,0,1,0,0
,,,8,273,24,44,0,2,0,0
,,,9,309,21,7,0,0,0,0
,,,10,294,6,16,0,0,0,0
,,,11,314,2,110,0,0,0,0
,,,12,311,3,145,0,0,0,0
,,,13,315,6,22,0,0,0,0
,,,14,333,8,93,0,0,0,0
,,,15,341,13,189,0,0,0,0
,,,16,352,7,67,0,1,1,0
,,,17,349,4,64,0,12,12,0
,,,18,365,2,270,0,1,1,0
,,,19,354,2,54,0,2,2,0
,,,20,351,11,48,0,0,0,0
,,,21,364,6,10,0,1,1,0
,,,22,401,16,47,0,1,1,0
,,,23,390,13,56,0,0,0,0
,,,24,373,20,48,0,1,1,0
,,,25,373,6,0,0,2,2,0
,,,26,380,11,0,0,0,0,0
,,,27,371,5,0,0,2,2,0
,,,28,390,12,29,0,2,2,0
,,,29,379,12,122,0,1,1,0
,,,30,384,11,89,0,1,1,0
,,,31,394,12,18,0,1,1,0
,,,32,379,11,87,0,3,3,0
,,,33,377,11,2,0,1,1,0
,,,34,376,13,65,0,4,4,0
,,,35,382,13,18,0,1,1,0
,,,36,389,4,15,0,1,1,0
,,,37,373,7,10,0,2,2,0
,,,38,399,8,0,0,0,0,0
,,,39,398,3,33,0,1,1,0
,,,40,384,6,0,0,1,1,0
,,,41,386,10,2,0,4,4,0
,,,42,395,9,8,0,3,3,0
,,,43,405,10,18,0,0,0,0
,,,44,400,8,21,0,0,0,0
,,,45,414,16,10,0,1,0,0
,,,46,408,5,70,0,0,0,0
,,,47,425,8,379,0,0,0,1
,,,48,416,4,141,0,2,1,0
,,,49,411,9,27,0,1,1,0
,,,50,451,7,21,0,1,1,0
,,,51,430,2,5,0,0,0,0
,,,52,437,3,0,0,1,0,0
,,,53,431,4,18,0,3,3,0
,,,54,423,2,29,0,0,0,0
,,,55,431,7,71,0,1,0,0
,,,56,426,4,74,0,1,1,0
,,,57,433,8,2,0,2,2,0
,,,58,453,9,0,0,3,3,0
,,,59,444,9,98,0,3,3,0
,,,60,433,9,25,0,3,3,0
,,,61,445,6,14,0,1,1,0
,,,62,421,26,25,0,3,3,0
,,,63,442,8,83,0,7,6,0
,,,64,449,5,251,0,7,7,0
,,,65,451,13,215,0,1,1,0
,,,66,438,16,243,0,1,1,0
,,,67,1143,12,252,0,1,1,0
,,,,77601,1758,12561,0,288,261,3
2025-10-14,5bX8pK,【おうち美容】頑張りすぎない！  ゆるっと続けられるセルフケアアイテム特集（マツキヨココカラLIVE）,1,239,0,8,0,0,0,0
,,,2,254,1,22,0,0,0,0
,,,3,257,1,35,0,1,0,0
,,,4,285,0,8,0,0,0,0
,,,5,291,4,23,0,0,0,0
,,,6,296,1,144,0,0,0,0
,,,7,311,7,287,0,1,0,0
,,,8,326,9,321,0,0,0,0
,,,9,331,5,110,0,0,0,0
,,,10,352,4,144,0,0,0,0
,,,11,361,0,106,0,0,0,0
,,,12,353,0,53,0,0,0,0
,,,13,363,2,169,0,0,0,0
,,,14,353,2,5,0,0,0,0
,,,15,353,2,184,0,0,0,0
,,,16,383,3,414,0,0,0,0
,,,17,377,2,359,0,3,2,0
,,,18,403,2,432,0,1,0,0
,,,19,373,1,348,0,2,2,0
,,,20,374,2,368,0,4,2,0
,,,21,387,2,449,0,2,2,0
,,,22,376,1,438,0,4,4,0
,,,23,375,6,475,0,1,0,0
,,,24,404,7,428,0,2,2,0
,,,25,400,3,372,0,2,2,0
,,,26,429,3,564,0,3,2,0
,,,27,388,9,306,0,0,0,0
,,,28,385,10,625,0,0,0,0
,,,29,413,7,476,0,0,0,0
,,,30,435,8,289,0,3,0,0
,,,31,435,4,239,0,0,0,0
,,,32,435,7,185,0,0,0,0
,,,33,434,5,523,0,0,0,0
,,,34,435,2,627,0,6,4,0
,,,35,437,1,471,0,3,2,0
,,,36,438,5,196,0,1,1,0
,,,37,443,0,168,0,2,2,0
,,,38,435,7,187,0,1,1,0
,,,39,443,0,368,0,0,0,0
,,,40,457,4,405,0,0,0,0
,,,41,472,3,480,0,0,0,0
,,,42,441,5,210,0,0,0,0
,,,43,425,8,388,0,0,0,0
,,,44,455,5,300,0,0,0,0
,,,45,448,25,433,0,1,0,0
,,,46,471,9,326,0,1,1,0
,,,47,459,20,301,0,3,2,0
,,,48,451,10,360,0,0,0,0
,,,49,453,7,499,0,2,0,0
,,,50,447,3,384,0,0,0,0
,,,51,459,18,330,0,4,3,0
,,,52,468,17,245,0,2,1,0
,,,53,480,8,362,0,1,1,0
,,,54,490,14,405,0,0,0,0
,,,55,477,18,374,0,2,1,0
,,,56,468,8,480,0,1,1,0
,,,57,462,5,353,0,3,2,0
,,,58,477,20,285,0,3,1,0
,,,59,466,13,225,0,1,0,0
,,,60,441,9,115,0,0,0,0
,,,61,442,19,262,0,0,0,0
,,,62,439,8,459,0,1,1,0
,,,63,440,18,272,0,0,0,0
,,,64,444,30,449,0,1,1,0
,,,65,895,5,570,0,1,0,0
,,,,80667,1332,60594,0,207,129,0
2025-10-07,5mqQ7r,【ディアボーテからついに誕生！】  シリーズ最高峰の「Bloom  d'Or」で芯から美しい髪へ！（マツキヨココカラLIVE）,1,131,0,0,0,0,0,0
,,,2,171,0,33,0,1,0,0
,,,3,190,1,80,0,0,0,0
,,,4,188,1,20,0,0,0,0
,,,5,197,2,146,0,0,0,0
,,,6,216,1,44,0,0,0,0
,,,7,232,1,19,0,0,0,0
,,,8,212,0,16,0,0,0,0
,,,9,220,0,4,0,0,0,0
,,,10,237,1,2,0,0,0,0
,,,11,235,2,68,0,0,0,0
,,,12,265,3,2,0,0,0,0
,,,13,274,3,36,0,2,2,0
,,,14,268,0,46,0,6,6,0
,,,15,292,1,68,0,0,0,0
,,,16,291,0,34,0,0,0,0
,,,17,290,0,254,0,7,7,0
,,,18,285,0,36,0,0,0,0
,,,19,302,1,14,0,4,2,0
,,,20,315,1,0,0,2,2,0
,,,21,319,1,19,0,0,0,0
,,,22,306,3,2,0,0,0,0
,,,23,303,3,32,0,1,0,0
,,,24,324,1,21,0,2,2,0
,,,25,336,4,13,0,2,2,0
,,,26,321,4,22,0,2,2,0
,,,27,308,2,16,0,0,0,0
,,,28,315,1,40,0,2,2,0
,,,29,303,1,43,0,1,1,0
,,,30,328,2,35,0,4,4,0
,,,31,336,0,56,0,0,0,0
,,,32,326,4,30,0,1,1,0
,,,33,330,3,49,0,4,3,0
,,,34,340,3,30,0,1,1,0
,,,35,345,1,6,0,3,3,0
,,,36,351,5,20,0,1,1,0
,,,37,335,1,16,0,0,0,0
,,,38,326,3,160,0,1,1,0
,,,39,358,0,137,0,1,1,0
,,,40,358,1,4,0,1,0,0
,,,41,350,4,0,0,1,1,0
,,,42,367,3,19,0,2,2,0
,,,43,340,1,39,0,1,1,0
,,,44,357,0,38,0,1,1,0
,,,45,352,1,34,0,0,0,0
,,,46,350,2,35,0,2,2,0
,,,47,343,1,6,0,2,2,0
,,,48,339,1,25,0,0,0,0
,,,49,346,2,15,0,0,0,0
,,,50,328,1,3,0,0,0,0
,,,51,326,1,3,0,0,0,0
,,,52,355,1,16,0,1,1,0
,,,53,372,0,25,0,2,0,0
,,,54,373,2,0,0,1,1,0
,,,55,366,1,2,0,0,0,0
,,,56,378,0,3,0,2,2,0
,,,57,362,1,9,0,2,2,0
,,,58,366,3,0,0,0,0,0
,,,59,348,0,6,0,2,2,0
,,,60,366,0,0,0,3,3,0
,,,61,371,0,2,0,0,0,0
,,,62,364,4,2,0,1,0,0
,,,63,359,1,85,0,1,1,0
,,,64,343,1,9,0,0,0,0
,,,65,359,0,0,0,2,1,0
,,,66,357,2,1,0,2,2,0
,,,67,354,1,0,0,0,0,0
,,,68,362,1,3,0,2,2,0
,,,69,382,1,10,0,3,3,0
,,,70,349,0,50,0,2,2,0
,,,71,332,0,3,0,0,0,0
,,,72,318,0,23,0,1,1,0
,,,73,326,0,9,0,2,2,0
,,,74,327,2,1,0,0,0,0
,,,75,336,5,42,0,1,1,0
,,,76,361,0,15,0,4,4,0
,,,77,354,2,3,0,2,2,0
,,,78,370,1,9,0,1,1,0
,,,79,1485,1,7,0,2,2,0
,,,,78816,324,6675,0,291,261,0
2025-09-30,oeq7mQ,【あなたの“似合う艶”が見つかる】  ザ・プロダクトからプリズムミラーオイル誕生  パーソナルカラーで選ぶ艶ラメを。  (マツキヨココカラLIVE）,1,158,0,0,0,0,0,0
,,,2,166,3,79,0,0,0,0
,,,3,189,1,13,0,0,0,0
,,,4,201,3,15,0,0,0,0
,,,5,235,3,2,0,0,0,0
,,,6,222,6,14,0,0,0,0
,,,7,208,1,13,0,0,0,0
,,,8,214,0,21,0,0,0,0
,,,9,251,0,7,0,3,3,0
,,,10,264,1,0,0,0,0,0
,,,11,268,1,7,0,2,2,0
,,,12,258,1,4,0,0,0,0
,,,13,263,0,3,0,1,0,0
,,,14,260,1,1,0,0,0,0
,,,15,266,2,48,0,1,1,0
,,,16,262,0,15,0,2,2,0
,,,17,285,1,4,0,1,1,0
,,,18,287,2,6,0,1,1,0
,,,19,294,4,164,0,1,0,0
,,,20,281,5,164,0,4,4,0
,,,21,307,3,209,0,1,1,0
,,,22,316,6,20,0,3,3,0
,,,23,330,4,28,0,7,7,0
,,,24,353,2,238,0,3,2,0
,,,25,316,0,88,0,0,0,0
,,,26,323,4,10,0,1,1,0
,,,27,312,2,1,0,0,0,0
,,,28,320,3,182,0,4,4,0
,,,29,343,0,280,0,3,3,0
,,,30,346,1,12,0,4,4,0
,,,31,331,6,18,0,2,2,0
,,,32,334,3,3,0,2,2,0
,,,33,335,3,0,0,0,0,0
,,,34,323,2,11,0,1,1,0
,,,35,325,3,3,0,2,2,0
,,,36,334,3,47,0,2,2,0
,,,37,319,4,77,0,0,0,0
,,,38,352,6,5,0,1,1,0
,,,39,334,3,89,0,0,0,0
,,,40,314,3,8,0,6,6,0
,,,41,342,0,143,0,6,5,0
,,,42,354,3,44,0,4,4,0
,,,43,317,4,239,0,4,4,0
,,,44,324,4,79,0,0,0,0
,,,45,352,0,0,0,0,0,0
,,,46,337,1,1,0,1,1,0
,,,47,362,2,32,0,3,3,0
,,,48,348,2,21,0,1,1,0
,,,49,346,3,1,0,2,2,0
,,,50,357,1,69,0,2,1,0
,,,51,371,3,78,0,0,0,0
,,,52,377,2,142,0,1,0,0
,,,53,341,1,29,0,0,0,0
,,,54,346,7,62,0,1,0,0
,,,55,367,2,26,0,4,4,0
,,,56,390,1,2,0,6,6,0
,,,57,382,1,104,0,0,0,0
,,,58,350,1,3,0,0,0,0
,,,59,371,2,1,0,0,0,0
,,,60,387,2,1,0,0,0,0
,,,61,347,1,2,0,0,0,0
,,,62,350,1,104,0,1,1,0
,,,63,340,1,1,0,2,2,0
,,,64,358,0,99,0,3,3,0
,,,65,387,0,70,0,0,0,0
,,,66,378,1,23,0,0,0,0
,,,67,350,3,38,0,4,4,0
,,,68,377,7,32,0,4,4,0
,,,69,375,1,23,0,5,5,0
,,,70,386,1,4,0,1,1,0
,,,71,342,1,10,0,1,1,0
,,,72,1117,3,48,0,1,1,0
,,,,70881,474,10320,0,345,324,0
2025-09-16,5mqdOq,【正直レビュー】新作プライベートブランドコスメを  いち早くチェック  (マツキヨココカラLIVE）,1,150,3,77,0,0,0,0
,,,2,180,1,96,0,0,0,0
,,,3,225,1,0,0,0,0,0
,,,4,217,2,125,0,0,0,0
,,,5,263,3,140,0,0,0,0
,,,6,265,0,114,0,0,0,0
,,,7,243,1,26,0,1,0,0
,,,8,251,0,30,0,0,0,0
,,,9,253,0,0,0,1,0,0
,,,10,236,3,26,0,1,0,0
,,,11,249,0,1,0,1,1,0
,,,12,254,1,64,0,1,1,0
,,,13,302,0,15,0,4,4,0
,,,14,274,3,95,0,0,0,0
,,,15,256,2,20,0,0,0,0
,,,16,270,0,30,0,2,2,0
,,,17,297,4,42,0,3,3,0
,,,18,285,3,13,0,2,2,0
,,,19,270,1,17,0,0,0,0
,,,20,286,0,7,0,1,1,0
,,,21,286,2,17,0,0,0,0
,,,22,312,3,23,0,2,2,0
,,,23,332,6,7,0,1,1,0
,,,24,319,5,73,0,3,3,0
,,,25,327,1,108,0,6,5,0
,,,26,313,2,38,0,3,3,0
,,,27,316,1,47,0,0,0,0
,,,28,312,2,118,0,2,2,0
,,,29,321,0,107,0,1,1,0
,,,30,347,3,43,0,1,1,0
,,,31,339,1,66,0,0,0,0
,,,32,339,1,73,0,5,4,0
,,,33,334,2,93,0,2,2,0
,,,34,322,3,120,0,1,1,0
,,,35,329,1,26,0,0,0,0
,,,36,314,0,95,0,3,3,0
,,,37,328,2,19,0,2,2,0
,,,38,325,1,4,0,0,0,0
,,,39,337,2,159,0,0,0,0
,,,40,315,3,132,0,0,0,0
,,,41,299,0,155,0,0,0,0
,,,42,304,2,0,0,0,0,0
,,,43,336,2,165,0,0,0,0
,,,44,353,2,45,0,2,2,0
,,,45,351,1,183,0,0,0,0
,,,46,350,3,171,0,2,2,0
,,,47,337,0,315,0,1,1,0
,,,48,365,2,287,0,2,1,0
,,,49,356,5,297,0,2,2,0
,,,50,338,3,197,0,3,1,0
,,,51,349,2,341,0,1,1,0
,,,52,363,0,56,0,6,6,0
,,,53,349,3,48,0,0,0,0
,,,54,348,2,274,0,1,1,0
,,,55,354,1,203,0,2,2,0
,,,56,352,3,151,0,1,1,0
,,,57,364,0,307,0,2,2,0
,,,58,361,0,164,0,2,2,0
,,,59,370,1,197,0,3,3,0
,,,60,362,0,154,0,1,1,0
,,,61,375,0,2,0,0,0,0
,,,62,351,1,88,0,2,2,0
,,,63,377,0,117,0,4,4,0
,,,64,387,1,4,0,2,2,0
,,,65,358,0,8,0,4,4,0
,,,66,355,0,2,0,1,1,0
,,,67,374,0,36,0,2,2,0
,,,68,357,0,36,0,1,1,0
,,,69,361,3,100,0,0,0,0
,,,70,365,1,182,0,0,0,0
,,,71,357,0,53,0,0,0,0
,,,72,345,0,8,0,0,0,0
,,,73,359,0,155,0,4,3,0
,,,74,341,3,83,0,1,1,0
,,,75,1079,2,248,0,3,1,0
,,,,73785,336,21414,0,312,279,0
,gYqGE2,1_ライブ配信出演者レクチャー用,1,1,0,0,0,0,0,0
,,,2,3,0,6,0,0,0,0
,,,3,3,2,0,0,0,0,0
,,,4,3,1,0,0,0,0,0
,,,5,2,0,2,0,0,0,0
,,,6,4,2,57,0,0,0,0
,,,7,4,0,80,0,2,2,0
,,,8,4,0,0,0,0,0,0
,,,9,4,0,0,0,0,0,0
,,,10,4,0,0,0,0,0,0
,,,11,4,0,0,0,0,0,0
,,,12,4,0,0,0,0,0,0
,,,13,4,0,0,0,0,0,0
,,,14,5,0,0,0,0,0,0
,oPbGlR,3_ライブ配信出演者レクチャー用,1,1,0,0,0,0,0,0
,,,6,2,0,0,0,0,0,0
,,,7,2,0,0,0,0,0,0
,,,8,2,0,0,0,0,0,0
,,,9,2,0,0,0,0,0,0
,,,10,2,0,0,0,0,0,0
,,,11,2,0,0,0,0,0,0
,,,12,2,0,0,0,0,0,0
,,,13,3,0,0,0,0,0,0
,,,14,3,0,0,0,0,0,0
,,,15,4,0,0,0,0,0,0
,,,16,5,0,0,0,0,0,0
,,,17,4,0,2,0,0,0,0
,,,18,5,0,7,0,0,0,0
,,,19,5,0,1,0,0,0,0
,,,20,5,0,5,0,0,0,0
,,,21,5,0,0,0,0,0,0
,,,22,5,0,0,0,0,0,0
,,,23,5,0,2,0,0,0,0
,,,24,5,1,45,0,0,0,0
,,,25,5,4,6,0,0,0,0
,,,26,6,3,13,0,0,0,0
,,,27,6,0,0,0,0,0,0
,,,28,6,4,0,0,0,0,0
,,,29,6,2,0,0,0,0,0
,,,30,6,2,3,0,0,0,0
,,,31,7,0,0,0,0,0,0
,,,32,7,1,28,0,0,0,0
,,,33,7,1,0,0,0,0,0
,,,34,7,0,0,0,0,0,0
,,,35,7,1,13,0,0,0,0
,,,36,7,2,2,0,0,0,0
,,,37,7,3,3,0,0,0,0
,,,38,7,0,6,0,0,0,0
,,,39,7,0,0,0,0,0,0
,,,40,7,1,5,0,0,0,0
,,,41,8,2,0,0,0,0,0
,,,42,8,0,0,0,1,0,0
,,,43,8,0,0,0,0,0,0
,,,44,8,0,0,0,0,0,0
,,,45,8,3,0,0,0,0,0
,,,46,8,7,47,0,2,0,0
,,,47,8,3,8,0,1,0,0
,,,48,8,2,4,0,0,0,0
,,,49,8,1,0,0,0,0,0
,,,50,8,4,0,0,0,0,0
,,,51,8,4,0,0,0,0,0
,,,52,8,1,0,0,1,1,0
,,,53,8,0,0,0,0,0,0
